Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH3OH_CO_NH3_120K_NASA,CH3OH,all
3.491931,0.07017319144918012,0.05107793110455009,0.03755196961213112,0.15880309216586133
3.4942330000000004,0.06960824227961669,0.0517214055453137,0.037083973808712936,0.1584136216336433
3.496535,0.06926985746007225,0.051691955914157484,0.036694489336283935,0.15765630271051367
3.4988360000000003,0.06867896301816795,0.052137626998988405,0.0362691627344903,0.15708575275164666
3.501138,0.068009136480128,0.053042221502670586,0.036299201852434,0.1573505598352326
3.503439,0.06743358994580564,0.053610108556799874,0.036277013867589226,0.15732071237019474
3.5057410000000004,0.06702796667399749,0.05466489617937882,0.03691671053834465,0.15860957339172094
3.508043,0.06653939161597272,0.05572213793788745,0.0373406717256863,0.1596022012795465
3.5103440000000004,0.06580415375752409,0.057522492055904935,0.03860094926486934,0.16192759507829838
3.512646,0.06529109513264242,0.059604090151464416,0.04046815352796016,0.165363338812067
3.5149470000000003,0.06500533171052175,0.06299914179659173,0.04356218267616036,0.17156665618327382
3.517249,0.06431540672207689,0.06707889736610137,0.0475099372104648,0.17890424129864305
3.5195510000000003,0.0636583701070219,0.0720200546469307,0.052991393527962484,0.18866981828191506
3.5218519999999995,0.06347090637869976,0.07773966384465637,0.058581400294393036,0.1997919705177492
3.524154,0.06314896574585023,0.08284622988714656,0.06539140487367305,0.21138660050666985
3.526456,0.0626980296040383,0.08755031763716824,0.07230552230491699,0.22255386954612352
3.528757,0.062343566024169926,0.09115789745380633,0.0786123716586402,0.23211383513661646
3.5310589999999995,0.06187399313743705,0.09293616434845664,0.08441572443319355,0.2392258819190873
3.53336,0.06154876366724855,0.093214463362883,0.08848158731759477,0.2432448143477263
3.5356620000000003,0.06098344907131414,0.09108672751184543,0.0902900787592502,0.2423602553424098
3.537964,0.06032202733980716,0.08688181100992183,0.08955104818711279,0.2367548865368418
3.540265,0.059709572742013974,0.08212127813351736,0.08620032112193922,0.2280311719974705
3.542567,0.05917933907769539,0.07732982314439885,0.08111039739854851,0.2176195596206428
3.5448690000000003,0.058634122932165876,0.07244216602683666,0.07572008249572093,0.20679637145472346
3.5471699999999995,0.05803957422655159,0.06870795279622678,0.07045402030802403,0.1972015473308024
3.549472,0.05745233404835728,0.06506454259501526,0.06588022324748402,0.18839709989085654
3.5517730000000003,0.05685705449000101,0.06195760650803307,0.061529330096230725,0.18034399109426485
3.554075,0.056347650128829335,0.05921829998331781,0.05762663423884184,0.17319258435098903
3.556377,0.05548524389327328,0.0568152100809695,0.053805863248572096,0.16610631722281488
3.558678,0.05501494015379842,0.054139220263240126,0.05032576316407286,0.1594799235811114
3.5609800000000003,0.054195654230020165,0.05176067172018867,0.04681937885137289,0.15277570480158173
3.563282,0.05377797188796909,0.049679073624629186,0.04410425221359879,0.14756129772619708
3.565583,0.053129340079447064,0.04716456595107315,0.04155058583477203,0.14184449186529224
3.567885,0.05245001245576116,0.04514824787124331,0.03932018132745296,0.13691844165445746
3.570186,0.05193987724184748,0.04315892528664002,0.03761614409137446,0.13271494661986194
3.572488,0.05129453427066444,0.0405958257216762,0.03575747366860856,0.1276478336609492
3.57479,0.050752241536102916,0.038647732620691634,0.03396980479734593,0.12336977895414047
3.577091,0.05015148058218167,0.036677552296339885,0.03216916448878944,0.11899819736731099
3.579393,0.04944036086421892,0.034682830612691284,0.03037432719165388,0.11449751866856407
3.581695,0.0490953983699965,0.03319906002960327,0.028925622458096763,0.11122008085769652
3.583996,0.04850121509075322,0.031356003946409236,0.02730794768610639,0.10716516672326884
3.586298,0.047966230883611655,0.029486443195174617,0.025566361552598286,0.10301903563138456
3.588599,0.04728580698081278,0.027968805536256938,0.02417056662905563,0.09942517914612536
3.590901,0.046910514097797486,0.026366254774172117,0.02264744680786528,0.09592421567983488
3.593203,0.046415726791465765,0.024892791561988783,0.021130129998095867,0.0924386483515504
3.595504,0.04588878196448616,0.02368977412925681,0.01974628245100809,0.08932483854475108
3.597806,0.04550069915848594,0.022461724510042046,0.018458013915559332,0.08642043758408731
3.600108,0.044894456808999714,0.02097942640851184,0.017486862886584305,0.08336074610409586
3.602409,0.04464450517123685,0.020031639112467192,0.01615387702783301,0.08083002131153706
3.604711,0.04428638732765849,0.01865683216465722,0.01512776806716555,0.07807098755948126
3.607012,0.04374007490301599,0.017706590732682888,0.013845302543137728,0.0752919681788366
3.609314,0.04327488713273511,0.01678678058623666,0.012997721522067438,0.0730593892410392
3.611616,0.04291311502544677,0.015853227278584188,0.012107812652985585,0.07087415495701653
