Wavelength,H2O_CH4_10_0.6_a_V3,H2O_40K,CH3OH,all
3.5218519999999995,0.015420680422062173,0.0007418800354676911,0.08359667911148247,0.09975923956901234
3.524154,0.015460624061529244,0.0007389573301408318,0.0933146743232884,0.10951425571495847
3.526456,0.015438703771577803,0.0009664412280813517,0.10318124038920964,0.1195863853888688
3.528757,0.0153227697936124,0.0009747222265074519,0.11218122432571724,0.1284787163458371
3.5310589999999995,0.01553515304736415,0.0009737479913984992,0.120462709869372,0.13697161090813464
3.53336,0.015276006508382657,0.0009737479913984992,0.12626476706074144,0.1425145215605226
3.5356620000000003,0.015226807635380531,0.0009737479913984992,0.12884551586435788,0.1450460714911369
3.537964,0.015329589439375069,0.0009737479913984992,0.1277909063589163,0.14409424378968988
3.540265,0.015616501678961722,0.0009737479913984992,0.12300936044417507,0.1395996101145353
3.542567,0.015762636945304668,0.0009737479913984992,0.11574595058937615,0.13248233552607935
3.5448690000000003,0.015987685255472804,0.0009737479913984992,0.10805387728663796,0.12501531053350926
3.5471699999999995,0.016263393791306497,0.0009737479913984992,0.10053911477372918,0.11777625655643414
3.549472,0.016468957399295575,0.0009737479913984992,0.09401222666129873,0.1114549320519928
3.5517730000000003,0.016251215852444587,0.0009737479913984992,0.0878034263119414,0.10502839015578448
3.554075,0.015831807638040332,0.0009737479913984992,0.08223421131161171,0.09903976694105054
3.556377,0.015080672369037585,0.0009737479913984992,0.07678190452435639,0.09283632488479247
3.558678,0.014462033074852446,0.0009747222265074519,0.0718157410564686,0.0872524963578285
3.5609800000000003,0.013968582992167765,0.0009659541105268752,0.06681206953688612,0.08174660663958076
3.563282,0.01362954917425213,0.0008885024193651137,0.06293753650858012,0.07745558810219738
3.565583,0.013497540316988998,0.0008290740777189822,0.059293410083541526,0.0736200244782495
3.567885,0.01317312002570766,0.0009791062844977405,0.056110583982592166,0.07026281029279756
3.570186,0.01309518121699142,0.0009737479913984992,0.05367889315064553,0.06774782235903545
3.572488,0.013045008108880344,0.0009732608738440226,0.05102653806652105,0.06504480704924542
3.57479,0.012864774613724045,0.0009737479913984992,0.04847550343372768,0.06231402603885022
3.577091,0.012833599090237546,0.0009732608738440226,0.04590595833386421,0.05971281829794577
3.579393,0.012887669138784436,0.0009732608738440226,0.04334469423242684,0.0572056242450553
3.581695,0.012680644178131929,0.0009791062844977405,0.041277367331228616,0.054937117793858285
3.583996,0.01245462163285484,0.0007550322094385561,0.03896891724056455,0.052178571082857936
3.586298,0.012330893774017812,0.00047104267517876367,0.03648364347762551,0.04928557992682209
3.588599,0.01236158217994983,0.00048516908425858186,0.034491819797371155,0.04733857106157957
3.590901,0.012391296350772895,0.0004876046720309642,0.032318301269297064,0.04519720229210092
3.593203,0.012243699731766521,0.0004876046720309642,0.030153063739649075,0.04288436814344656
3.595504,0.012072721470145271,0.0004871175544764878,0.028178289173801392,0.04073812819842315
3.597806,0.01200257654230066,0.0004871175544764878,0.02633990752320713,0.038829601619984284
3.600108,0.012029855125351343,0.0004876046720309642,0.024954058080721514,0.03747151787810382
3.602409,0.011996244014092465,0.0004876046720309642,0.023051864030490837,0.035535712716614265
3.604711,0.011862773804165908,0.0004871175544764878,0.021587588661734512,0.033937480020376914
3.607012,0.011710306009614766,0.0004871175544764878,0.019757488009566344,0.0319549115736576
