Wavelength,H2O_CH4_10_0.6_a_V3,H2O_40K,HNCO_NH3,all
3.468915,0.01807910868697619,0.0006853679575930657,0.00787260314139479,0.02663707978596405
3.471217,0.01795624574857398,0.0004963860081631564,0.0078647083341079,0.026317340090845038
3.473518,0.01786792259205191,0.0005319126409541576,0.007853852974088428,0.02625368820709449
3.47582,0.01769719738447293,0.0006409596666043143,0.007841517337702665,0.02617967438877991
3.478122,0.01746578084587599,0.00049095832815342,0.007831648828594055,0.025788388002623463
3.4804230000000005,0.01730640442377191,0.0004934254554305731,0.007825234297673456,0.025625064176875947
3.482725,0.017369069456611597,0.0004939188808860034,0.007818326341297427,0.025681314678795024
3.4850260000000004,0.01707794843790756,0.0004939188808860034,0.007808457832188816,0.025380325150982375
3.487328,0.01700936229960271,0.0004934254554305731,0.007796122195803053,0.025298909950836338
3.4896300000000005,0.017047849485126294,0.0004934254554305731,0.007785266835783579,0.025326541776340448
3.491931,0.016793241950124115,0.0004934254554305731,0.00777786545395212,0.02506453285950681
3.4942330000000004,0.01662152989163428,0.0004939188808860034,0.007771944348486953,0.02488739312100724
3.496535,0.016500147229598357,0.0004939188808860034,0.0077630626902892045,0.02475712880077356
3.4988360000000003,0.016631398400742892,0.0004939188808860034,0.00775122047935887,0.02487653776098777
3.501138,0.016543075244220818,0.0004934254554305731,0.007739378268428537,0.02477587896807993
3.503439,0.016399488436690517,0.0004934254554305731,0.0077319768865970785,0.024624890778718173
3.5057410000000004,0.016249980523695057,0.0004939188808860034,0.00772556235567648,0.024469461760257542
3.508043,0.0161054068652539,0.0004939188808860034,0.007718654399300451,0.024317980145440357
3.5103440000000004,0.015949977846793268,0.0004939188808860034,0.007670298704668255,0.024114195432347524
3.512646,0.015814285846549862,0.0004904649026979894,0.007635265497332686,0.023940016246580532
3.5149470000000003,0.015875470603023255,0.0004727015863024888,0.007588883504522211,0.02393705569384796
3.517249,0.01572398898820607,0.0008580668669937664,0.007540034384434584,0.024122090239634412
3.5195510000000003,0.01561494196255591,0.0009927720163263128,0.007494145817079542,0.02410185979596176
3.5218519999999995,0.015620369642565643,0.0007514869686207626,0.007452698078823374,0.02382455469000978
3.524154,0.015660830529910953,0.000748526415888179,0.007409770064200912,0.023819127010000045
3.526456,0.015638626384416578,0.0009789561035742568,0.007365855198667594,0.023983437686658428
3.528757,0.0155211911260241,0.0009873443363165766,0.007324407460411423,0.0238329429227521
3.5310589999999995,0.015736324624591833,0.0009863574854057152,0.007279505743967242,0.02400218785396479
3.53336,0.015473822282302766,0.0009863574854057152,0.007231643474790476,0.02369182324249896
3.5356620000000003,0.015423986311304275,0.0009863574854057152,0.007185261481980003,0.023595605278689997
3.537964,0.015528099082400128,0.0009863574854057152,0.0071507217000998605,0.02366517826790571
3.540265,0.015818726675648737,0.0009863574854057152,0.0071013791545568045,0.023906463315611252
3.542567,0.015966754312277908,0.0009863574854057152,0.007057957714478914,0.024011069512162538
3.5448690000000003,0.01619471687268683,0.0009863574854057152,0.0070170034016781785,0.024198077759770724
3.5471699999999995,0.016473995680460537,0.0009863574854057152,0.006972595110689425,0.02443294827655568
3.549472,0.01668222122265224,0.0009863574854057152,0.0069237459906018,0.024592324698659757
3.5517730000000003,0.016461660044074775,0.0009863574854057152,0.0068901930596325205,0.02433821058911301
3.554075,0.016036820726949053,0.0009863574854057152,0.006843317641366616,0.023866495853721387
3.556377,0.015275958674675103,0.0009863574854057152,0.006795948797645279,0.0230582649577261
3.558678,0.014649308346278282,0.0009873443363165766,0.006753514208478252,0.02239016689107311
3.5609800000000003,0.014149468359927109,0.0009784626781188259,0.006712559895677514,0.02184049093372345
3.563282,0.013806044242947431,0.000900008030705365,0.0066666713283224715,0.021372723601975268
3.565583,0.013672325944525743,0.0008398101251428352,0.006629170993709747,0.021141307063378325
3.567885,0.013343704591208984,0.0009917851654154515,0.006586242979087287,0.020921732735711726
3.570186,0.01326475651834009,0.0009863574854057152,0.006538874135365953,0.02078998813911176
3.572488,0.013213933696430744,0.000985864059950285,0.006493478993466339,0.020693276749847368
3.57479,0.013031366277921431,0.0009863574854057152,0.006441175895190699,0.020458899658517847
3.577091,0.012999787048773873,0.000985864059950285,0.006388379371459627,0.020374030480183783
3.579393,0.013054557274326669,0.000985864059950285,0.006336076273183987,0.02037649760746094
3.581695,0.012844851455768674,0.0009917851654154515,0.006283773174908346,0.02012040979609247
3.583996,0.012615902044448887,0.000764809455917388,0.0062314700766327065,0.019612181576998983
3.586298,0.012490571978769523,0.000477142415401364,0.0061791669783570645,0.01914688137252795
3.588599,0.01252165778246165,0.0004914517536088507,0.006126863880081424,0.019139973416151927
3.590901,0.012551756735242914,0.0004939188808860034,0.006075054207261214,0.01912072982339013
3.593203,0.012402248822247452,0.0004939188808860034,0.006022751108985573,0.018918918812119028
3.595504,0.01222905648739132,0.0004934254554305731,0.005970941436165363,0.018693423378987252
3.597806,0.012158003221809318,0.0004934254554305731,0.005919131763345153,0.018570560440585044
3.600108,0.012185635047313428,0.0004939188808860034,0.0058668286650695135,0.018546382593268945
3.602409,0.01215158869088872,0.0004939188808860034,0.005815512417704732,0.018461019989479452
