Wavelength,H2O_40K,H2O_CH3OH_CO_NH3_120K_NASA,H2O_CH3OH_CO_NH3_100K_NASA,all
3.40447,0.002428268687383039,0.09623405919764902,0.08949510548292279,0.18815743336795485
3.406771,0.0023363254728348565,0.09499911665277028,0.08919314460988034,0.18652858673548547
3.409073,0.0019056440994249515,0.0938183722133094,0.0879640090048678,0.18368802531760212
3.411374,0.0019341948871004395,0.092246627156191,0.08652098444811686,0.1807018064914083
3.413676,0.0019385500920000899,0.08980964805900868,0.08461582426034743,0.17636402241135618
3.415978,0.0019840377876186644,0.08741283362923423,0.08160928114462188,0.17100615256147478
3.418279,0.0014299589420519888,0.08504166651720216,0.07932812160051593,0.16579974705977008
3.420581,0.0014473797616505915,0.0827338918320428,0.07702131473866759,0.16120258633236098
3.422883,0.0014473797616505915,0.0808016325915644,0.0751088958760654,0.1573579082292804
3.425184,0.0014468958499950749,0.07863612793312698,0.07347811359697398,0.15356113738009602
3.427486,0.0014468958499950749,0.07747135257829818,0.07234576032306476,0.151264008751358
3.429787,0.001446411938339558,0.07628770466890421,0.07170118999791646,0.14943530660516022
3.432089,0.001440604998473357,0.07514470533857362,0.07064916605882306,0.14723447639587006
3.434391,0.001437701528540257,0.07398428518864449,0.06949939196531528,0.1449213786825
3.436692,0.000984276307321064,0.07269514453834786,0.06887224245976556,0.14255166330543448
3.438994,0.0009687911343445283,0.07114372377076117,0.06729904566768062,0.13941156057278636
3.441296,0.000967339399377978,0.06902080333800921,0.0663510627345233,0.13633920547191047
3.443597,0.000967339399377978,0.06743260528460324,0.06504740473456119,0.13344734941854242
3.445899,0.000967339399377978,0.06557341670410789,0.06331742056608883,0.1298581766695747
3.4482,0.000967339399377978,0.06403457763956462,0.06226926792023954,0.12727118495918213
3.450502,0.000967339399377978,0.0628635114332141,0.06098593420980913,0.1248167850424012
3.452804,0.000967339399377978,0.061162078052417225,0.059573396087355734,0.12170281353915095
3.455105,0.000967339399377978,0.06008198723730384,0.05868735384610457,0.1197366804827864
3.457407,0.000967339399377978,0.05897237781120394,0.05738901887435315,0.11732873608493508
3.459709,0.000967339399377978,0.05791019172734468,0.05674928766576001,0.11562681879248266
3.46201,0.000967339399377978,0.05681655138587682,0.05569387634507798,0.11347776713033278
3.464312,0.0009692750460000449,0.05572968580758622,0.05514366879275544,0.1118426296463417
3.466613,0.0009823406606989974,0.05462491549804148,0.05404664106969897,0.10965389722843943
3.468915,0.0006721532895127622,0.053994378610903164,0.0535564385626605,0.1082229704630764
3.471217,0.00048681512544984797,0.05301590924344829,0.05309285119667546,0.1065955755655736
3.473518,0.0005216567646470537,0.05244247393166095,0.052530061941309485,0.10549419263761747
3.47582,0.0006286012405162549,0.05181726007273331,0.05255812881732945,0.105003990130579
3.478122,0.0004814920972391637,0.05146884368076125,0.05254167582104188,0.1044920115990423
3.4804230000000005,0.00048391165551674745,0.05105316356867237,0.05254264364435292,0.10407971886854203
3.482725,0.00048439556717226416,0.050574091029710784,0.05253974017441982,0.10359822677130287
3.4850260000000004,0.00048439556717226416,0.050391656335580966,0.05251796414992156,0.1033940160526748
3.487328,0.00048391165551674745,0.050390204600614434,0.052895899152880135,0.10377001540901133
3.4896300000000005,0.00048391165551674745,0.05039843109875821,0.053460624054868185,0.10434296680914316
3.491931,0.00048391165551674745,0.050358266431350315,0.05390195148469947,0.10474412957156654
3.4942330000000004,0.00048439556717226416,0.050992674611732784,0.05456587827606843,0.10604294845497347
3.496535,0.00048439556717226416,0.050963639912401784,0.055054145136484836,0.10650218061605887
3.4988360000000003,0.00048439556717226416,0.05140303169561098,0.05574033186400758,0.10762775912679083
3.501138,0.00048391165551674745,0.05229488087672835,0.056425066856563774,0.10920385938880887
3.503439,0.00048391165551674745,0.05285476666216122,0.05715432172142752,0.11049300003910548
3.5057410000000004,0.00048439556717226416,0.05389469280986671,0.058010845351692174,0.11238993372873114
3.508043,0.00048439556717226416,0.05493703851584979,0.0586447696204191,0.11406620370344114
3.5103440000000004,0.00048439556717226416,0.056712026468285215,0.0603350730331391,0.1175314950685966
3.512646,0.00048100818558364687,0.05876429579933173,0.062054895056845624,0.12130019904176101
3.5149470000000003,0.00046358736598504403,0.06211151272054107,0.0643950918229246,0.12697019190945075
3.517249,0.0008415223689436237,0.06613378640119627,0.06768133587553885,0.13465664464567875
3.5195510000000003,0.0009736302508996957,0.07100532503728338,0.07224123540547316,0.1442201906936562
3.5218519999999995,0.0007369974513520062,0.07664434755902004,0.07684081569115983,0.15422216070153189
3.524154,0.0007340939814189058,0.0816789644230163,0.08199205526413561,0.1644051136685708
3.526456,0.000960080724545227,0.08631677372948879,0.08737315287348184,0.17465000732751584
3.528757,0.0009683072226890117,0.08987352439753687,0.09112443602704767,0.1819662676472736
3.5310589999999995,0.000967339399377978,0.09162673632547406,0.09446342645011324,0.18705750217496525
3.53336,0.000967339399377978,0.09190111423415204,0.09502137658892404,0.18788983022245406
3.5356620000000003,0.000967339399377978,0.08980335720748693,0.09334462270255853,0.18411531930942346
3.537964,0.000967339399377978,0.08565768605467497,0.08971818875611601,0.17634321421016896
3.540265,0.000967339399377978,0.08096422690781804,0.08450936369613374,0.16644093000332974
3.542567,0.000967339399377978,0.07624028132666355,0.07993204334660081,0.15713966407264235
3.5448690000000003,0.000967339399377978,0.07142148906102777,0.07492791291690214,0.14731674137730788
3.5471699999999995,0.000967339399377978,0.06773988918585637,0.07118485626148009,0.13989208484671445
3.549472,0.000967339399377978,0.06414781296695554,0.06752551632246245,0.13264066868879598
3.5517730000000003,0.000967339399377978,0.061084652187534526,0.06404135240274188,0.12609334398965438
3.554075,0.000967339399377978,0.05838394123809557,0.060853826327853064,0.1202051069653266
3.556377,0.000967339399377978,0.05601470977268558,0.05784728321212751,0.11482933238419107
3.558678,0.0009683072226890117,0.05337642342680828,0.05505124166655175,0.10939597231604904
3.5609800000000003,0.0009595968128897099,0.05103138754417411,0.05241392314398546,0.10440490750104928
3.563282,0.0008826548596625473,0.04897911821312759,0.04957820084265732,0.09943997391544744
3.565583,0.0008236176376895041,0.046500038801915285,0.04724816622134419,0.094571822660949
3.567885,0.0009726624275886623,0.044512129721052486,0.044587619939313115,0.09007241208795427
3.570186,0.000967339399377978,0.04255083578124312,0.04226290834621065,0.08578108352683175
3.572488,0.0009668554877224617,0.040023849116134665,0.03972285606640325,0.08071356067026038
3.57479,0.000967339399377978,0.038103203755388684,0.037581546990741635,0.0766520901455083
3.577091,0.0009668554877224617,0.03616078237014447,0.035628963460731564,0.07275660131859849
3.579393,0.0009668554877224617,0.034194165402124416,0.033703478983430415,0.0688644998732773
3.581695,0.0009726624275886623,0.03273130046749728,0.031644434889206666,0.0653483977842926
3.583996,0.0007500630660509585,0.03091421220103189,0.02967055924635385,0.0613348345134367
3.586298,0.0004679425708846948,0.029070992705168608,0.027977836275356268,0.057516771551409565
3.588599,0.00048197600889468046,0.02757473786631082,0.02610364643353991,0.054160360308745416
3.590901,0.00048439556717226416,0.025994766311048637,0.02477240546921334,0.05125156734743423
3.593203,0.00048439556717226416,0.024542063521187363,0.02324034116784731,0.048266800256206936
3.595504,0.00048391165551674745,0.02335599605351581,0.02194007054947381,0.04577997825850637
3.597806,0.00048391165551674745,0.02214524909141291,0.020667382895464763,0.04329654364239442
3.600108,0.00048439556717226416,0.020683835891752336,0.019265490829432748,0.040433722288357336
3.602409,0.00048439556717226416,0.019749402484949496,0.018315572249653373,0.03854937030177513
3.604711,0.00048391165551674745,0.018393965937847086,0.01738936534099432,0.03626724293435815
3.607012,0.00048391165551674745,0.017457112972766666,0.016461222785713197,0.03440224741399661
3.609314,0.00048439556717226416,0.01655026253032828,0.015567437957973763,0.0326020960554743
3.611616,0.00048439556717226416,0.015629862561535427,0.01461606764322784,0.030730325771935532
3.613917,0.00048439556717226416,0.014803825365568337,0.013720831080521856,0.029009052013262458
