Wavelength,H2O_NH3_CO2_CH4_10_1_1_1_72K_b,H2O_CH4_10_0.6_a_V3,H2O_40K,all
3.4804230000000005,0.09904808945255283,0.011838189464296385,2.6892415292735787e-06,0.1108889681583785
3.482725,0.09799329739682357,0.011881054551311424,2.6919307708028517e-06,0.1098770438789058
3.4850260000000004,0.0970942763197885,0.01168191753289508,2.6919307708028517e-06,0.1087788857834544
3.487328,0.09651767644309822,0.011635002201437672,2.6892415292735787e-06,0.10815536788606517
3.4896300000000005,0.09572893132875776,0.011661328790313051,2.6892415292735787e-06,0.10739294936060008
3.491931,0.09496145018928667,0.0114871682792913,2.6892415292735787e-06,0.10645130771010726
3.4942330000000004,0.09419693611607642,0.011369711190462678,2.6919307708028517e-06,0.1055693392373099
3.496535,0.09373901888981984,0.011286681179394166,2.6919307708028517e-06,0.1050283919999848
3.4988360000000003,0.09293939453252296,0.01137646159786662,2.6919307708028517e-06,0.1043185480611604
3.501138,0.09203295578983578,0.011316045451601323,2.6892415292735787e-06,0.10335169048296636
3.503439,0.0912541008963648,0.01121782702387394,2.6892415292735787e-06,0.102474617161768
3.5057410000000004,0.09070519363810907,0.011115558351704191,2.6919307708028517e-06,0.10182344392058404
3.508043,0.09004403237298479,0.01101666488323641,2.6919307708028517e-06,0.101063389186992
3.5103440000000004,0.08904907615351584,0.010910345966624295,2.6919307708028517e-06,0.09996211405091096
3.512646,0.08835478264847882,0.010817527864820068,2.673106080097937e-06,0.09917498361937899
3.5149470000000003,0.08796807501248248,0.01085938039072452,2.5762933850440883e-06,0.09883003169659203
3.517249,0.08703443816240422,0.01075576163707398,4.676591019406754e-06,0.0977948763904976
3.5195510000000003,0.08614530730623861,0.0106811696352604,5.4107539568984396e-06,0.0968318876954559
3.5218519999999995,0.08589162314093664,0.01068488235933257,4.09571484908366e-06,0.09658060121511827
3.524154,0.08545595891163636,0.010712559029688741,4.079579399908019e-06,0.096172597520725
3.526456,0.0848457322839899,0.010697370613029866,5.335455194078781e-06,0.09554843835221384
3.528757,0.08436605657182046,0.010617040764922932,5.381172300076431e-06,0.09498847850904348
3.5310589999999995,0.08373060988095682,0.010764199646328913,5.3757938170178844e-06,0.09450018532110276
3.53336,0.08329049505226528,0.010584638809384005,5.3757938170178844e-06,0.0938805096554663
3.5356620000000003,0.08252548646801157,0.010550549251994085,5.3757938170178844e-06,0.09308141151382268
3.537964,0.08163042147932427,0.010621766050105695,5.3757938170178844e-06,0.09225756332324696
3.540265,0.08080162097046246,0.01082056554815184,5.3757938170178844e-06,0.09162756231243133
3.542567,0.08008408544638221,0.010921821659211,5.3757938170178844e-06,0.09101128289941024
3.5448690000000003,0.07934627496951953,0.011077756070242105,5.3757938170178844e-06,0.09042940683357864
3.5471699999999995,0.07854170550178792,0.011268792599773715,5.3757938170178844e-06,0.08981587389537865
3.549472,0.07774702625492577,0.01141122619599693,5.3757938170178844e-06,0.08916362824473972
3.5517730000000003,0.07694146776510721,0.011260354590518787,5.3757938170178844e-06,0.08820719814944301
3.554075,0.07625211937050498,0.010969749551779005,5.3757938170178844e-06,0.08722724471610098
3.556377,0.07508507330790717,0.010449293140934929,5.3757938170178844e-06,0.08553974224265913
3.558678,0.07444863759495657,0.010020642270784492,5.381172300076431e-06,0.08447466103804115
3.5609800000000003,0.07333994383548867,0.009678734135774737,5.332765952549507e-06,0.08302401073721596
3.563282,0.07277471771279832,0.009443819958117487,4.905176549395008e-06,0.08222344284746523
3.565583,0.07189696061063262,0.009352351937794049,4.577089082823631e-06,0.0812538896375095
3.567885,0.0709776645808151,0.009127563371242715,5.405375473839894e-06,0.08011063332753167
3.570186,0.0702873271641259,0.009073560112011166,5.3757938170178844e-06,0.07936626306995409
3.572488,0.06941402066135145,0.009038795513880857,5.3731045754886106e-06,0.0784581892798078
3.57479,0.06868016627283656,0.008913912976907894,5.3757938170178844e-06,0.07759945504356147
3.577091,0.06786719011736593,0.008892311673215272,5.3731045754886106e-06,0.07676487489515668
3.579393,0.0669048716267662,0.00892977643430716,5.3731045754886106e-06,0.07584002116564885
3.581695,0.06643805320172709,0.008786330276973354,5.405375473839894e-06,0.07522978885417429
3.583996,0.06563397824503896,0.008629720825201857,4.168324370374047e-06,0.07426786739461119
